Home,W/L,Points,Visitor,Points,Diff
WKW,W,594.0,TR,13.0,581.0
WKW,W,547.0,WRST,90.0,457.0
WKW,W,499.0,PVYA,130.0,369.0
WKW,W,505.0,LDL,133.0,372.0
WKW,W,489.0,DB,136.0,353.0
WKW,W,494.0,RMR,144.0,350.0
WKW,W,473.0,HHCC,156.0,317.0
WKW,W,471.0,SR,165.0,306.0
WKW,W,471.0,VOU,166.0,305.0
WKW,W,468.0,BAR,167.0,301.0
WKW,W,463.0,LL,169.0,294.0
WKW,W,444.0,RSST,194.0,250.0
WKW,W,443.0,VOUBC,197.0,246.0
WKW,W,405.0,FCY,235.0,170.0
WKW,W,396.0,CH,243.0,153.0
WKW,W,368.0,HC,263.0,105.0
FCY,W,620.0,TR,3.0,617.0
FCY,W,546.0,WRST,94.0,452.0
FCY,W,503.0,PVYA,139.0,364.0
FCY,W,473.0,HHCC,166.0,307.0
FCY,W,469.0,RMR,171.0,298.0
FCY,W,464.0,VOU,173.0,291.0
FCY,W,437.0,DB,202.0,235.0
FCY,W,432.0,LDL,208.0,224.0
FCY,W,422.0,SR,220.0,202.0
FCY,W,402.0,LL,229.0,173.0
FCY,W,391.0,BAR,240.0,151.0
FCY,W,392.0,VOUBC,249.0,143.0
FCY,W,361.0,RSST,279.0,82.0
FCY,T,317.0,HC,317.0,0.0
FCY,W,320.0,CH,319.0,1.0
FCY,L,235.0,WKW,405.0,-170.0
CH,W,603.0,TR,12.0,591.0
CH,W,507.0,WRST,132.0,375.0
CH,W,491.0,PVYA,140.0,351.0
CH,W,452.0,DB,183.0,269.0
CH,W,451.0,HHCC,184.0,267.0
CH,W,440.0,VOU,195.0,245.0
CH,W,439.0,RMR,197.0,242.0
CH,W,416.0,BAR,215.0,201.0
CH,W,410.0,LDL,230.0,180.0
CH,W,394.0,SR,241.0,153.0
CH,W,382.0,VOUBC,258.0,124.0
CH,W,371.0,LL,264.0,107.0
CH,W,334.0,RSST,302.0,32.0
CH,W,318.0,HC,315.0,3.0
CH,L,319.0,FCY,320.0,-1.0
CH,L,243.0,WKW,396.0,-153.0
HC,W,524.0,TR,13.0,511.0
HC,W,433.0,PVYA,179.0,254.0
HC,W,443.0,WRST,183.0,260.0
HC,W,411.5,DB,188.5,223.0
HC,W,419.0,HHCC,203.0,216.0
HC,W,393.0,VOU,221.0,172.0
HC,W,395.0,RMR,230.0,165.0
HC,W,370.0,BAR,240.0,130.0
HC,W,377.5,LDL,242.5,135.0
HC,W,361.0,LL,255.0,106.0
HC,W,356.0,SR,262.0,94.0
HC,W,353.0,VOUBC,272.0,81.0
HC,W,335.0,RSST,292.0,43.0
HC,T,317.0,FCY,317.0,0.0
HC,L,315.0,CH,318.0,-3.0
HC,L,263.0,WKW,368.0,-105.0
RSST,W,582.0,TR,2.0,580.0
RSST,W,503.0,WRST,133.0,370.0
RSST,W,470.0,PVYA,148.0,322.0
RSST,W,444.0,RMR,183.0,261.0
RSST,W,425.0,HHCC,196.0,229.0
RSST,W,428.0,VOU,196.0,232.0
RSST,W,423.0,DB,198.0,225.0
RSST,W,416.0,LDL,220.0,196.0
RSST,W,409.0,SR,221.0,188.0
RSST,W,382.0,BAR,251.0,131.0
RSST,W,367.0,LL,268.0,99.0
RSST,W,340.0,VOUBC,301.0,39.0
RSST,L,302.0,CH,334.0,-32.0
RSST,L,292.0,HC,335.0,-43.0
RSST,L,279.0,FCY,361.0,-82.0
RSST,L,194.0,WKW,444.0,-250.0
BAR,W,561.0,TR,9.0,552.0
BAR,W,456.0,WRST,177.0,279.0
BAR,W,438.0,PVYA,195.0,243.0
BAR,W,384.0,DB,229.0,155.0
BAR,W,393.0,HHCC,230.0,163.0
BAR,W,370.0,VOU,244.0,126.0
BAR,W,377.0,RMR,256.0,121.0
BAR,W,336.0,LDL,295.0,41.0
BAR,W,329.0,SR,308.0,21.0
BAR,W,320.0,VOUBC,315.0,5.0
BAR,L,289.0,LL,325.0,-36.0
BAR,L,240.0,HC,370.0,-130.0
BAR,L,251.0,RSST,382.0,-131.0
BAR,L,240.0,FCY,391.0,-151.0
BAR,L,215.0,CH,416.0,-201.0
BAR,L,167.0,WKW,468.0,-301.0
LL,W,554.0,TR,8.0,546.0
LL,W,428.0,PVYA,196.0,232.0
LL,W,431.0,WRST,196.0,235.0
LL,W,395.0,HHCC,228.0,167.0
LL,W,398.0,RMR,229.0,169.0
LL,W,375.0,DB,233.0,142.0
LL,W,385.0,VOU,235.0,150.0
LL,W,353.0,SR,277.0,76.0
LL,W,325.0,BAR,289.0,36.0
LL,W,333.0,LDL,290.0,43.0
LL,L,313.0,VOUBC,319.0,-6.0
LL,L,255.0,HC,361.0,-106.0
LL,L,268.0,RSST,367.0,-99.0
LL,L,264.0,CH,371.0,-107.0
LL,L,229.0,FCY,402.0,-173.0
LL,L,169.0,WKW,463.0,-294.0
VOUBC,W,518.0,TR,15.0,503.0
VOUBC,W,424.0,WRST,201.0,223.0
VOUBC,W,398.0,HHCC,221.0,177.0
VOUBC,W,390.0,PVYA,222.0,168.0
VOUBC,W,379.0,RMR,262.0,117.0
VOUBC,W,346.0,VOU,264.0,82.0
VOUBC,W,349.0,DB,270.0,79.0
VOUBC,W,340.0,SR,283.0,57.0
VOUBC,W,338.0,LDL,300.0,38.0
VOUBC,W,319.0,LL,313.0,6.0
VOUBC,L,315.0,BAR,320.0,-5.0
VOUBC,L,301.0,RSST,340.0,-39.0
VOUBC,L,272.0,HC,353.0,-81.0
VOUBC,L,258.0,CH,382.0,-124.0
VOUBC,L,249.0,FCY,392.0,-143.0
VOUBC,L,197.0,WKW,443.0,-246.0
LDL,W,564.0,TR,5.0,559.0
LDL,W,418.0,PVYA,196.0,222.0
LDL,W,430.0,WRST,201.0,229.0
LDL,W,379.0,HHCC,249.0,130.0
LDL,W,344.0,DB,254.0,90.0
LDL,W,362.0,VOU,262.0,100.0
LDL,W,354.0,RMR,273.0,81.0
LDL,W,332.0,SR,294.0,38.0
LDL,L,290.0,LL,333.0,-43.0
LDL,L,295.0,BAR,336.0,-41.0
LDL,L,300.0,VOUBC,338.0,-38.0
LDL,L,242.5,HC,377.5,-135.0
LDL,L,230.0,CH,410.0,-180.0
LDL,L,220.0,RSST,416.0,-196.0
LDL,L,208.0,FCY,432.0,-224.0
LDL,L,133.0,WKW,505.0,-372.0
SR,W,558.0,TR,12.0,546.0
SR,W,407.0,PVYA,193.0,214.0
SR,W,407.0,WRST,214.0,193.0
SR,W,370.0,HHCC,249.0,121.0
SR,W,345.0,DB,259.0,86.0
SR,W,338.0,VOU,280.0,58.0
SR,W,335.0,RMR,290.0,45.0
SR,L,308.0,BAR,329.0,-21.0
SR,L,294.0,LDL,332.0,-38.0
SR,L,283.0,VOUBC,340.0,-57.0
SR,L,277.0,LL,353.0,-76.0
SR,L,262.0,HC,356.0,-94.0
SR,L,241.0,CH,394.0,-153.0
SR,L,221.0,RSST,409.0,-188.0
SR,L,220.0,FCY,422.0,-202.0
SR,L,165.0,WKW,471.0,-306.0
RMR,W,584.0,TR,15.0,569.0
RMR,W,382.0,PVYA,240.0,142.0
RMR,W,393.0,WRST,240.0,153.0
RMR,W,334.0,VOU,285.0,49.0
RMR,W,334.0,DB,286.0,48.0
RMR,W,330.0,HHCC,300.0,30.0
RMR,L,290.0,SR,335.0,-45.0
RMR,L,273.0,LDL,354.0,-81.0
RMR,L,256.0,BAR,377.0,-121.0
RMR,L,262.0,VOUBC,379.0,-117.0
RMR,L,230.0,HC,395.0,-165.0
RMR,L,229.0,LL,398.0,-169.0
RMR,L,197.0,CH,439.0,-242.0
RMR,L,183.0,RSST,444.0,-261.0
RMR,L,171.0,FCY,469.0,-298.0
RMR,L,144.0,WKW,494.0,-350.0
DB,W,448.0,TR,11.0,437.0
DB,W,332.0,PVYA,240.0,92.0
DB,W,328.0,WRST,276.0,52.0
DB,W,293.0,HHCC,288.0,5.0
DB,T,295.0,VOU,295.0,0.0
DB,L,286.0,RMR,334.0,-48.0
DB,L,254.0,LDL,344.0,-90.0
DB,L,259.0,SR,345.0,-86.0
DB,L,270.0,VOUBC,349.0,-79.0
DB,L,233.0,LL,375.0,-142.0
DB,L,229.0,BAR,384.0,-155.0
DB,L,188.5,HC,411.5,-223.0
DB,L,198.0,RSST,423.0,-225.0
DB,L,202.0,FCY,437.0,-235.0
DB,L,183.0,CH,452.0,-269.0
DB,L,136.0,WKW,489.0,-353.0
VOU,W,495.0,TR,16.0,479.0
VOU,W,363.0,PVYA,241.0,122.0
VOU,W,361.0,WRST,265.0,96.0
VOU,W,327.0,HHCC,277.0,50.0
VOU,T,295.0,DB,295.0,0.0
VOU,L,285.0,RMR,334.0,-49.0
VOU,L,280.0,SR,338.0,-58.0
VOU,L,264.0,VOUBC,346.0,-82.0
VOU,L,262.0,LDL,362.0,-100.0
VOU,L,244.0,BAR,370.0,-126.0
VOU,L,235.0,LL,385.0,-150.0
VOU,L,221.0,HC,393.0,-172.0
VOU,L,196.0,RSST,428.0,-232.0
VOU,L,195.0,CH,440.0,-245.0
VOU,L,173.0,FCY,464.0,-291.0
VOU,L,166.0,WKW,471.0,-305.0
HHCC,W,474.0,TR,29.0,445.0
HHCC,W,333.0,PVYA,253.0,80.0
HHCC,W,330.0,WRST,291.0,39.0
HHCC,L,288.0,DB,293.0,-5.0
HHCC,L,277.0,VOU,327.0,-50.0
HHCC,L,300.0,RMR,330.0,-30.0
HHCC,L,249.0,SR,370.0,-121.0
HHCC,L,249.0,LDL,379.0,-130.0
HHCC,L,230.0,BAR,393.0,-163.0
HHCC,L,228.0,LL,395.0,-167.0
HHCC,L,221.0,VOUBC,398.0,-177.0
HHCC,L,203.0,HC,419.0,-216.0
HHCC,L,196.0,RSST,425.0,-229.0
HHCC,L,184.0,CH,451.0,-267.0
HHCC,L,166.0,FCY,473.0,-307.0
HHCC,L,156.0,WKW,473.0,-317.0
WRST,W,523.0,TR,30.0,493.0
WRST,W,334.0,PVYA,276.0,58.0
WRST,L,276.0,DB,328.0,-52.0
WRST,L,291.0,HHCC,330.0,-39.0
WRST,L,265.0,VOU,361.0,-96.0
WRST,L,240.0,RMR,393.0,-153.0
WRST,L,214.0,SR,407.0,-193.0
WRST,L,201.0,VOUBC,424.0,-223.0
WRST,L,201.0,LDL,430.0,-229.0
WRST,L,196.0,LL,431.0,-235.0
WRST,L,183.0,HC,443.0,-260.0
WRST,L,177.0,BAR,456.0,-279.0
WRST,L,133.0,RSST,503.0,-370.0
WRST,L,132.0,CH,507.0,-375.0
WRST,L,94.0,FCY,546.0,-452.0
WRST,L,90.0,WKW,547.0,-457.0
PVYA,W,469.0,TR,35.0,434.0
PVYA,L,240.0,DB,332.0,-92.0
PVYA,L,253.0,HHCC,333.0,-80.0
PVYA,L,276.0,WRST,334.0,-58.0
PVYA,L,241.0,VOU,363.0,-122.0
PVYA,L,240.0,RMR,382.0,-142.0
PVYA,L,222.0,VOUBC,390.0,-168.0
PVYA,L,193.0,SR,407.0,-214.0
PVYA,L,196.0,LDL,418.0,-222.0
PVYA,L,196.0,LL,428.0,-232.0
PVYA,L,179.0,HC,433.0,-254.0
PVYA,L,195.0,BAR,438.0,-243.0
PVYA,L,148.0,RSST,470.0,-322.0
PVYA,L,140.0,CH,491.0,-351.0
PVYA,L,130.0,WKW,499.0,-369.0
PVYA,L,139.0,FCY,503.0,-364.0
TR,L,11.0,DB,448.0,-437.0
TR,L,35.0,PVYA,469.0,-434.0
TR,L,29.0,HHCC,474.0,-445.0
TR,L,16.0,VOU,495.0,-479.0
TR,L,15.0,VOUBC,518.0,-503.0
TR,L,30.0,WRST,523.0,-493.0
TR,L,13.0,HC,524.0,-511.0
TR,L,8.0,LL,554.0,-546.0
TR,L,12.0,SR,558.0,-546.0
TR,L,9.0,BAR,561.0,-552.0
TR,L,5.0,LDL,564.0,-559.0
TR,L,2.0,RSST,582.0,-580.0
TR,L,15.0,RMR,584.0,-569.0
TR,L,13.0,WKW,594.0,-581.0
TR,L,12.0,CH,603.0,-591.0
TR,L,3.0,FCY,620.0,-617.0
